Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,R.A. (h:m:s),Decl. (d:m:s),R.A. (deg),Decl. (deg),SpT_OPT,Ref,SpT_NIR,Ref,Peculiarities,Ref,Candidacy,Type,Ref,D_Trig (pc),eD_Trig-,eD_Trig+,Ref,2MASS-WISE-μα,2MASS-WISE-μδ,μα (mas/yr),μδ (mas/yr),Ref,RV,Ref,2MASS-J,2MASS-H,2MASS-K,WISE-W1,WISE-W2,WISE-W3,WISE-W4,USNO-B,USNO-R,SDSS-u’,SDSS-g’,SDSS-r’,SDSS-i’,SDSS-z’,DENIS-I,DENIS-J,DENIS-KS,CSS-I,UCAC4-R,UCAC4-I,IRAC-ch1,Ref,IRAC-ch2,Ref,IRAC-ch3,Ref,IRAC-ch4,Ref,MKO-Y,Ref,MKO-J,Ref,MKO-H,Ref,MKO-K,Ref,MKO-L’,Ref,CH4on,Ref,CFHT-Y,Ref,VJ,Ref,RC,Ref,IC,Ref,InDwarfArchive,Comments
J1625+1528, ... ,162541.36+152811.1,,PSO J246.4222+15.4698,Deacon2011,16:25:41,15:28:11,246.422205,15.4698,...,...,T4.5,Deacon2011,...,...,...,...,...,...,...,...,...,,,-240.42 ± 0.00,-240.42 ± 0.00,Deacon2011,,,17.14 ± 0.11,16.85 ± 0.14,16.98 ± 0.21,16.895 ± 0.131,14.720 ± 0.071,> 12.504,> 9.15,,,,,,,,,,,,,,15.77 ± 0.03,Mace2013,14.75 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,X,2MASS JHK Photometry from the 2MASS camera at Bigelow
J1625+3347,16255899+3347058,162559.03+334704.5,,,West2008,16:25:59,33:47:05,246.49586,33.78485,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,34.2 ± 8.7,-113.5 ± 11.1,,,,-38.8 ± 5.0,West2008,15.622 ± 0.052,14.688 ± 0.057,14.229 ± 0.051,13.925 ± 0.027,13.772 ± 0.038,> 12.313,,,,24.68 ± 1.22,24.22 ± 0.55,21.97 ± 0.11,19.68 ± 0.03,17.82 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1626+2113,16260302+2113132,162603.08+211311.9,162603.03+211313.0,,Schmidt2010,16:26:03,21:13:13,246.512625,21.220278,L3,Schmidt2010,L4.5:,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,83.3 ± 11.7,-132.8 ± 11.7,...,...,,-5.9 ± 10.0,Schmidt2010,15.475 ± 0.052,14.591 ± 0.062,13.918 ± 0.049,13.290 ± 0.026,13.008 ± 0.029,12.170 ± 0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1626+3925,16262034+3925190,162619.77+392508.6,,,Burgasser2004c,16:26:20,39:25:18,246.5847495,39.421944,L4 sd,Burgasser2007b,L sd,Burgasser2004c,Subdwarf,Burgasser2007b,...,...,...,33.5,1.21,1.21,Schilbach2009,-559.7 ± 35.8,-883.3 ± 51.8,-1374.13 ± 1.00,238.09 ± 0.97,Schilbach2009,-213.0 ± 70.0,Burgasser2007,14.435 ± 0.026,14.533 ± 0.049,14.466 ± 0.074,16.823 ± 0.109,15.911 ± 0.158,> 13.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1626+2524,...,...,,ULAS J162655.04+252446.8 ,Burningham2013,16:26:55,25:24:47,246.72933,25.413,...,...,T5,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.82 ± 0.11,Burningham2013,18.4 ± 0.04,Burningham2013,18.62 ± 0.04,Burningham2013,...         ,Burningham2013,,,,,,,,,,,,,,
J1627+3255,16272573+3255288,162725.65+325524.6,...,WISEPA J162725.64+325525.5,Kirkpatrick2011,16:27:26,32:55:26,246.85683,32.92375,...,...,T6,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,-83.2 ± 22.1,-353.8 ± 28.3,...,...,,...,...,16.61 ± 0.02,16.40 ± 0.05,> 17.362,16.251 ± 0.069,13.600 ± 0.036,12.563 ± 0.350,> 9.25,,,...,...,...,...,...,,,,,,,15.219 ± 0.023,Kirkpatrick2011,13.618 ± 0.018,Kirkpatrick2011,,,,,17.49 ± 0.02,Kirkpatrick2011,...,...,...,...,...,...,,,,,,,,,,,,,X,
HQT 2,...,,,HQT-2,Kakazu2010,16:28:26,65:25:49,247.10829,65.430297,...,...,T3:,Kakazu2010,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1628+2428,16283435+2428476,162834.38+242846.8,162834.35+242847.2,,Schmidt2010,16:28:34,24:28:47,247.14312,24.479778,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,39.4 ± 11.5,-79.4 ± 14.1,...,...,,-2.4 ± 13.6,Schmidt2010,15.902 ± 0.071,14.995 ± 0.080,14.483 ± 0.093,14.099 ± 0.028,13.801 ± 0.039,12.798 ± 0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1628+6259,16283833+6259455,162838.41+625945.4,162838.35+625945.7,,Schmidt2010,16:28:38,62:59:46,247.159785,62.996028,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,45.9 ± 4.6,-12.3 ± 13.8,...,...,,-81.7 ± 8.7,Schmidt2010,15.770 ± 0.068,15.160 ± 0.091,14.662 ± 0.106,14.309 ± 0.026,13.980 ± 0.033,> 12.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1628+2308,,162839.00+230818.0,162838.77+230821.1,,Chiu2006,16:28:39,23:08:24,247.160625,23.140055,...,...,T7,Chiu2006,...,...,...,...,...,13.32,0.16,0.16,Dupuy2012,,,75.1 ± 0.9,412.3 ± 0.8,Dupuy2012,,,,,,16.432 ± 0.089,13.961 ± 0.043,11.903 ± 0.208,,,,,,,,,,,,,,,,,,,,,,,,,16.25 ± 0.03,Chiu2006,16.63 ± 0.04,Chiu2006,16.72 ± 0.03,Chiu2006,,,,,,,,,,,,,X,2MASSA coordinates are about 4'' off from the SDSS coords.
J1629+0335,16291840+0335371,162918.56+033535.6,,PSO J247.3273+03.5932,Deacon2011,16:29:19,3:35:36,247.327305,3.5932,...,...,T2,Deacon2011,...,...,...,...,...,...,...,...,...,243.4 ± 11.2,-145.8 ± 11.4,241.29 ± 0.00,-160.86 ± 0.00,Deacon2011,...,...,15.290 ± 0.039,14.485 ± 0.043,14.184 ± 0.061,13.401 ± 0.026,12.498 ± 0.026,11.318 ± 0.142,> 8.64,,,,,,,,,,,,,,12.82 ± 0.02,Mace2013,12.57 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,X,
J1630+0818,16302295+0818221,163022.90+081821.1,163022.92+081822.0,,Chiu2006,16:30:23,8:18:22,247.595625,8.306139,...,...,T5.5,Chiu2006,...,...,...,...,...,21.32,4.59,4.59,Faherty2012,-78.7 ± 45.3,-99.7 ± 48.7,-75.49 ± 12.43,-100.00 ± 12.33,Dupuy2012,...,...,16.396 ± 0.112,16.332 ± 0.291,> 16.611,16.199 ± 0.081,14.468 ± 0.064,> 12.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1630+4344,16303054+4344032,163030.42+434403.8,163030.53+434404.0,,Knapp2004,16:30:31,43:44:03,247.6272495,43.734222,...,...,L7,Knapp2004,...,...,...,...,...,...,...,...,...,-125.1 ± 8.4,57.1 ± 12.9,...,...,,...,...,16.634 ± 0.138,15.438 ± 0.106,14.652 ± 0.086,13.826 ± 0.026,13.241 ± 0.029,12.679 ± 0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1630+0938,16304139+0938446,163041.35+093844.0,,,Reid2008,16:30:41,9:38:45,247.67242,9.6457194,L0::,Reid2008,L0.5:,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-68.1 ± 11.2,-58.2 ± 17.2,-63.75 ± 14.46,-55.81 ± 14.43,Jameson2008,4.9 ± 14.4,Schmidt2010,14.871 ± 0.028,13.937 ± 0.035,13.304 ± 0.041,12.834 ± 0.025,12.486 ± 0.026,11.559 ± 0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1630+0051,16304999+0051010,163049.92+005059.5,163050.01+005101.3,,Hawley2002,16:30:50,0:51:01,247.7082915,0.850278,L1,Hawley2002,...,...,...,...,...,...,...,...,...,...,...,-101.3 ± 15.5,-151.4 ± 14.9,-80.39 ± 16.07,-138.68 ± 16.85,Jameson2008,-20.1 ± 12.7,Schmidt2010,16.004 ± 0.078,15.247 ± 0.062,14.617 ± 0.082,14.101 ± 0.029,13.780 ± 0.045,> 12.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1631+2433,16314206+2433598,163141.92+243359.2,163142.02+243359.7,,Schmidt2010,16:31:42,24:34:00,247.925085,24.566583,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-197.5 ± 19.0,-55.5 ± 23.7,...,...,,...,...,16.373 ± 0.109,15.713 ± 0.137,15.112 ± 0.116,14.761 ± 0.034,14.501 ± 0.057,12.852 ± 0.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1632+1904,16322911+1904407,163229.38+190439.9,,2MASSW J1632291+190441,Kirkpatrick1999,16:32:29,19:04:41,248.121291,19.077972,L8,Kirkpatrick1999,L8,Burgasser2006,...,...,...,...,...,15.24,0.49,0.49,Dahn2002,307.7 ± 8.8,-58.3 ± 9.5,293.10 ± 0.90,-53.79 ± 1.04,Dahn2002,...,...,15.867 ± 0.069,14.612 ± 0.037,14.003 ± 0.046,13.124 ± 0.025,12.617 ± 0.025,11.986 ± 0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1632+0329,16323642+0329269,163236.47+032927.3,,WISE J163236.47+032927.3,Mace2013,16:32:36,3:29:27,248.1519772,3.4909088,...,...,T5,Mace2013,...,...,...,...,...,...,...,...,...,77.5 ± 36.3,40.5 ± 37.2,,,,...,...,16.745 ± 0.118,16.434 ± 0.192,> 16.630,15.902 ± 0.068,14.338 ± 0.059,> 12.707,> 9.11,,,,,,,,,,,,,,15.28 ± 0.02,Mace2013,14.47 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,
J1632+4150,...,,163239.34+415004.3,,Knapp2004,16:32:39,41:50:05,248.163921,41.834694,...,...,T1:,Burgasser2006,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1632+3505,16325610+3505076,163256.20+350506.8,163256.1+350507.3,,...,16:32:56,35:05:07,248.23375,35.085361,...,...,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,104.1 ± 7.7,-66.4 ± 9.1,,,,...,...,14.650 ± 0.029,13.867 ± 0.030,13.297 ± 0.030,12.907 ± 0.024,12.672 ± 0.025,11.852 ± 0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1633-0640,16335933-0640552,163359.14-064057.5,163359.23-064056.5,,Chiu2006,16:33:59,-6:40:55,248.497215,-6.682,...,...,L6,Chiu2006,...,...,...,...,...,...,...,...,...,-262.1 ± 14.7,-213.6 ± 16.3,...,...,,...,...,16.138 ± 0.090,15.165 ± 0.070,14.544 ± 0.094,13.809 ± 0.034,13.449 ± 0.039,11.771 ± 0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1643+6518,...,,,HQT-3,Kakazu2010,16:34:13,65:18:13,248.55558,65.303514,...,...,L9.5,Kakazu2010,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1636-0034,16360078-0034525,...,,SDSSp J163600.79-003452.6,Fan2000,16:36:01,23:25:06,249.0032505,-0.58125,L0,Fan2000,M9,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,,,...,...,,-7.4 ± 4.1,West2008;Schmidt2010,14.590 ± 0.043,13.904 ± 0.042,13.415 ± 0.035,...,...,...,,,,24.54 ± 0.83,24.89 ± 0.85,21.29 ± 0.05,18.81 ± 0.02,16.89 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1636-0743,,163645.56-074325.1,,WISE J163645.56-074325.1,Mace2013,16:36:46,-7:43:25,249.1897801,-7.7236394,...,...,T4.5,Mace2013,...,...,...,...,...,...,...,...,...,,,,,,,,,,,16.199 ± 0.116,14.688 ± 0.086,> 12.398,> 8.81,,,,,,,,,,,,,, ... , ... , ... , ... ,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,
J1636+0025,16365508+0025345,163655.07+002534.6,163655.90+002526.3,,Schmidt2010,16:36:56,0:25:26,249.23292,0.423972,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-11.5 ± 22.9,14.0 ± 24.1,...,...,,...,...,16.114 ± 0.083,15.291 ± 0.073,15.054 ± 0.127,15.129 ± 0.041,14.977 ± 0.090,12.405 ± 0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1638+3211,16381734+3211444,163817.27+321144.3,,,West2008,16:38:17,32:11:44,249.57214,32.19554,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-77.4 ± 8.4,-10.1 ± 10.5,,,,2.0 ± 3.7,Schmidt2010;West2008,15.392 ± 0.048,14.642 ± 0.051,14.164 ± 0.068,13.844 ± 0.026,13.509 ± 0.033,> 12.592,,,,25.80 ± 0.87,25.22 ± 0.81,22.28 ± 0.18,19.83 ± 0.03,17.94 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1638+1327,16382073+1327354,163820.58+132735.6,,,Kirkpatrick2010,16:38:21,13:27:35,249.586365,13.459833,...,...,L2,Kirkpatrick2010,...,...,...,...,...,...,...,...,...,-229.0 ± 18.2,23.8 ± 19.7,...,...,,...,...,16.452 ± 0.103,15.447 ± 0.110,14.961 ± 0.110,14.599 ± 0.035,14.340 ± 0.058,12.512 ± 0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1639-2534,16391914-2534093,...,,USco J163919.15-253409.9,Lodieu2009,16:39:19,-25:34:09,249.829755,-25.56925,...,...,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,,,4.33 ± 0.00,-68.86 ± 0.00,Lodieu2006,...,...,17.056 ± 0.194,16.122 ± 0.185,15.467 ± 0.188,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1639+3232,...,,,ULAS J163931.52+323212.7 ,Burningham2013,16:39:32,32:32:13,249.88133,32.536861,...,...,T3,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,16.62 ± 0.10,15.02 ± 0.08,12.28 ± 0.28,> 9.05,,,,,,,,,,,,,,,,,,,,,,18.14 ± 0.02,Burningham2013,16.71 ± 0.01,Burningham2013,16.72 ± 0.03,Burningham2013,16.8 ± 0.06,Burningham2013,,,,,,,,,,,,,,
J1639-6847,...,,,WISE J163940.86-684744.6,Tinney2012,16:39:41,-68:47:45,249.92025,-68.795722,...,...,Y0:,Tinney2012,...,...,...,...,...,5,0.5,0.5,Tinney2012,,,580.33 ± 22.36,-3013.63 ± 39.49,Tinney2012,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1640+0037,16401059+0037213,164011.55+003714.7,,SDSSp J164010.59+003721.8,Schneider2002,16:40:11,0:37:21,250.0441245,0.622583,L0,Schneider2002,...,...,...,...,...,...,...,...,...,...,...,1463.3 ± 42.0,-682.0 ± 46.7,...,...,,...,...,16.530 ± 0.113,15.694 ± 0.132,15.184 ± 0.166,15.801 ± 0.068,15.514 ± 0.166,> 12.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1642+2020,16423030+2020482,164230.26+202048.1,164230.27+202048.1,,Schmidt2010,16:42:30,20:20:48,250.626135,20.346694,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-48.9 ± 13.6,-3.1 ± 15.5,...,...,,16.1 ± 15.4,Schmidt2010,16.223 ± 0.110,15.313 ± 0.117,14.667 ± 0.120,14.513 ± 0.032,14.220 ± 0.050,> 12.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1642+3308,16423861+3308554,164238.59+330856.1,,,West2008,16:42:39,33:08:56,250.66085,33.14878,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-24.9 ± 8.9,65.1 ± 12.3,,,,-40.6 ± 5.0,West2008,15.181 ± 0.043,14.450 ± 0.042,14.099 ± 0.062,13.637 ± 0.026,13.352 ± 0.031,11.977 ± 0.201,,,,24.02 ± 0.47,23.87 ± 0.24,21.88 ± 0.07,19.42 ± 0.02,17.51 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1644+2846,16443814+2846147,164438.09+284614.5,164438.14+284614.5,,Schmidt2010,16:44:38,28:46:15,251.15892,28.770694,L2,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-63.7 ± 10.1,-19.7 ± 12.2,...,...,,-10.1 ± 11.3,Schmidt2010,15.656 ± 0.070,14.690 ± 0.057,14.179 ± 0.076,13.796 ± 0.027,13.611 ± 0.036,> 12.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1644+2600,16443963+2600128,164439.68+260014.5,164439.66+260013.3,,Schmidt2010,16:44:40,26:00:13,251.16525,26.003694,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,62.2 ± 10.6,152.4 ± 12.9,...,...,,-22.5 ± 13.9,Schmidt2010,15.466 ± 0.052,14.712 ± 0.060,14.205 ± 0.092,13.938 ± 0.026,13.711 ± 0.037,> 12.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1645+3004,16452207+3004071,164522.02+300406.4,,,Cruz2007,16:45:22,30:04:07,251.34196,30.068639,L3,Cruz2007,L2.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-59.9 ± 9.0,-70.3 ± 9.9,...,...,,-8.2 ± 5.7,Schmidt2010,15.190 ± 0.036,14.213 ± 0.038,13.587 ± 0.037,13.032 ± 0.024,12.701 ± 0.025,12.362 ± 0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1645-1319,16452211-1319516,164521.84-132000.3,,2MASSW J1645221-131951,Gizis2002,16:45:22,-13:19:52,251.3421255,-13.331,L1.5,Gizis2002,...,...,...,...,...,...,...,11.1,0.1,0.1,Dieterich2014,-356.2 ± 13.4,-806.1 ± 10.9,...,...,...,...,...,12.451 ± 0.025,11.685 ± 0.024,11.145 ± 0.025,10.747 ± 0.023,10.489 ± 0.021,9.920 ± 0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1645+2907,16454017+2907441,164540.17+290744.7,,,West2008,16:45:40,29:07:44,251.41735,29.12899,L0,West2008,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,-3.6 ± 21.8,52.9 ± 28.2,,,,30.9 ± 49.0,West2008;Schmidt2010,16.599 ± 0.167,15.718 ± 0.148,> 15.434,15.099 ± 0.040,14.804 ± 0.071,> 12.741,,,,24.93 ± 1.39,24.91 ± 0.69,22.92 ± 0.40,20.56 ± 0.06,18.69 ± 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1647+5632,16471580+5632057,164715.57+563208.3,...,WISEPA J164715.59+563208.2,Kirkpatrick2011,16:47:16,56:32:08,251.81496,56.535611,...,...,L9 p(red),Kirkpatrick2011,Red,Kirkpatrick2011,...,...,...,8.62,2.16,2.16,Kirkpatrick2011,-173.9 ± 6.3,239.1 ± 11.7,...,...,,...,...,16.590 ± 0.062,15.336 ± 0.060,14.483 ± 0.072,13.604 ± 0.024,13.086 ± 0.023,12.059 ± 0.094,> 9.62,,,...,...,...,...,...,,,,,,,13.253 ± 0.017,Kirkpatrick2011,13.128 ± 0.017,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J1647+1909,16474830+1909339,164748.33+190934.0,,,West2008,16:47:48,19:09:34,251.95137,19.15937,L0,West2008,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,28.4 ± 15.7,7.1 ± 17.2,,,,-17.0 ± 5.0,West2008,16.280 ± 0.100,15.448 ± 0.107,15.013 ± 0.149,14.713 ± 0.033,14.553 ± 0.063,> 12.366,,,,24.13 ± 0.94,23.93 ± 0.33,22.86 ± 0.18,20.30 ± 0.03,18.48 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1649+4643,...,,164916.89+464340.0,,Chiu2006,16:49:17,46:43:39,252.320331,46.727589,...,...,L5,Chiu2006,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1650+3523,16503133+3523595,165031.28+352359.4,165031.33+352359.5,,Schmidt2010,16:50:31,35:24:00,252.63054,35.399861,L2,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-63.6 ± 10.3,-9.5 ± 13.6,...,...,,9.1 ± 9.3,Schmidt2010,15.821 ± 0.066,14.890 ± 0.082,14.536 ± 0.086,13.990 ± 0.028,13.820 ± 0.036,12.556 ± 0.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1653+4138,16530191+4138467,165301.95+413846.0,165301.98+413847.5,,Schmidt2010,16:53:02,41:38:48,253.258245,41.646528,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,38.5 ± 19.5,-66.7 ± 33.6,...,...,,-40.5 ± 16.7,Schmidt2010,16.733 ± 0.170,16.224 ± 0.266,15.484 ± 0.199,14.864 ± 0.035,14.576 ± 0.056,12.938 ± 0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1653+2450,16530991+2450393,165309.93+245039.9,165309.93+245039.8,,Schmidt2010,16:53:10,24:50:40,253.29138,24.844389,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,21.4 ± 24.5,62.3 ± 31.3,...,...,,5.6 ± 4.7,Schmidt2010,16.592 ± 0.158,15.874 ± 0.180,15.400 ± 0.159,15.037 ± 0.039,14.786 ± 0.075,> 12.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1653+4444,...,165311.05+444422.8,165311.44+444425.5,WISEPA J165311.05+444423.9,Kirkpatrick2011,16:53:11,44:44:24,253.296045,44.739972,T8,Kirkpatrick2011,T8,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,...,...,,,,17.59 ± 0.03,17.53 ± 0.05,...,16.580 ± 0.089,13.817 ± 0.036,12.238 ± 0.249,> 9.517,,,23.155 ± 0.546,23.438 ± 0.252,22.151 ± 0.121,21.444 ± 0.101,21.215 ± 0.330,,,,,,,15.671 ± 0.026,Kirkpatrick2011,13.869 ± 0.018,Kirkpatrick2011,,,,,18.11 ± 0.02,Kirkpatrick2011,...,...,...,...,...,...,,,,,,,,,,,,,X,
J1653+6231,16532970+6231364,165329.76+623136.4,165329.69+623136.5,,Hawley2002,16:53:30,62:31:36,253.3737495,62.526778,L3,Hawley2002,...,...,...,...,...,...,...,...,...,...,...,37.7 ± 4.6,0.1 ± 14.0,...,...,,8.9 ± 9.7,Schmidt2010,15.089 ± 0.049,> 14.442,> 14.069,13.415 ± 0.024,13.145 ± 0.024,12.913 ± 0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1654+3747,16545081+3747141,165450.69+374716.4,165450.79+374714.6,,Schmidt2010,16:54:51,37:47:15,253.71162,37.787389,L2,Schmidt2010,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-113.2 ± 7.2,192.9 ± 9.5,...,...,,-20.2 ± 7.5,Schmidt2010,15.010 ± 0.037,14.181 ± 0.038,13.656 ± 0.038,13.238 ± 0.025,12.998 ± 0.027,12.720 ± 0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1656+2835,16561885+2835056,165618.88+283505.1,,2MASSI J1656188+283506,Kirkpatrick2000,16:56:19,28:35:06,254.078541,28.584889,L4.5,Kirkpatrick2000,...,...,...,...,...,...,...,...,...,...,...,36.8 ± 18.6,-51.4 ± 24.0,...,...,,...,...,> 16.953,> 16.235,15.215 ± 0.145,14.481 ± 0.032,14.156 ± 0.048,12.317 ± 0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1657+1054,16573454+1054233,165734.49+105422.5,,,Reid2008,16:57:35,10:54:23,254.393916,10.906472,L2,Reid2008,L1.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-78.4 ± 11.2,-83.6 ± 10.9,-83.55 ± 19.26,-61.15 ± 19.64,Jameson2008,...,...,14.150 ± 0.034,13.335 ± 0.034,12.801 ± 0.029,12.362 ± 0.024,12.035 ± 0.022,11.421 ± 0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1658+7027,16580380+7027015,165803.52+702658.5,,2MASSW J1658037+702701,Gizis2000,16:58:04,70:27:02,254.515833,70.450417,L1,Gizis2000,...,...,...,...,...,...,...,18.55,0.24,0.24,Dahn2002,-139.7 ± 2.6,-301.2 ± 9.7,-146.77 ± 0.67,-313.33 ± 0.85,Dahn2002,-25.6 ± 0.1,Blake2010,13.288 ± 0.021,12.470 ± 0.031,11.915 ± 0.021,11.604 ± 0.023,11.384 ± 0.022,10.829 ± 0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1658+5103,16584290+5103383,165842.56+510335.0,,WISE J165842.56+510335.0,Thompson2013,16:58:43,51:03:35,254.6772794,51.0597044,...,...,L6 p,Thompson2013,Peculiar Spectrum,Thompson2013,...,...,...,...,...,...,...,-270.5 ± 5.0,-286.7 ± 8.9,,,,...,...,15.062 ± 0.033,14.175 ± 0.031,13.655 ± 0.041,13.175 ± 0.024,12.798 ± 0.024,12.257 ± 0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
